num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/weights_seq_no,env_runners/num_episodes,env_runners/num_episodes_lifetime,env_runners/episode_return_max,env_runners/episode_return_min,env_runners/env_step_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/episode_return_mean,env_runners/env_reset_timer,env_runners/num_env_steps_sampled,env_runners/env_to_module_sum_episodes_length_in,env_runners/sample,env_runners/episode_len_max,env_runners/episode_len_min,env_runners/rlmodule_inference_timer,env_runners/episode_duration_sec_mean,env_runners/episode_len_mean,env_runners/num_env_steps_sampled_lifetime,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/default_policy,env_runners/num_module_steps_sampled_lifetime/default_policy,env_runners/num_agent_steps_sampled_lifetime/default_agent,env_runners/module_episode_return_mean/default_policy,env_runners/num_agent_steps_sampled/default_agent,env_runners/agent_episode_return_mean/default_agent,learners/default_policy/module_train_batch_size_mean,learners/default_policy/num_trainable_parameters,learners/default_policy/curr_kl_coeff,learners/default_policy/entropy,learners/default_policy/gradients_default_optimizer_global_norm,learners/default_policy/default_optimizer_learning_rate,learners/default_policy/vf_loss,learners/default_policy/total_loss,learners/default_policy/num_module_steps_trained_lifetime,learners/default_policy/mean_kl_loss,learners/default_policy/weights_seq_no,learners/default_policy/curr_entropy_coeff,learners/default_policy/vf_explained_var,learners/default_policy/diff_num_grad_updates_vs_sampler_policy,learners/default_policy/num_module_steps_trained,learners/default_policy/vf_loss_unclipped,learners/default_policy/policy_loss,learners/default_policy/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,learners/__all_modules__/num_module_steps_trained_throughput,learners/__all_modules__/num_module_steps_trained_lifetime_throughput,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad 
1,132000.0,False,33,4d567_00000,2025-12-15_19-01-10,1765805470,11.743176937103271,396.55697560310364,27696,LAPTOP-HQRQ0VAR,127.0.0.1,396.55697560310364,33,12.053787475178648,1.9529846746531366e-05,12.053052750792958,1.7331877177884838,10.31358338213944,0.004587429644985517,32.0,4.0,209.0,8050.498748200422,-1611.2768838540414,0.00011818785268783943,514.00902399055,3463.0774842743044,0.00038655000025755726,4000.0,514.00902399055,1.6439926757342227,1715,984,0.00022182310466004358,1.9038875809998625,1184.54,132000.0,208.58216958319323,4,0,0,29.91764705882353,81.27058823529413,0.0003054224626694922,0.0007746090506226946,4000.0,132000.0,132000.0,3463.0774842743044,4000.0,3463.0774842743044,128.0,138756,0.02812500111758709,0.54201454,0.68936336,5e-05,9.896513,9.913997,3972992,0.014993014,33.0,0.0,0.00035184622,1.0,120320,81265.8,0.017061733,14391.749351317498,124476835,4000.0,3972992,0,120320,3767520,4014.3191931501424,138756,450858.42614172713,14389.635618008939,14389.95328927525,0.2955648023789473,3.5752678873366045e-06,5.7898296550528546e-05,3.057047157331431e-05,4.447586892062533e-06,1.3197413375673507e-05,4.811392212341753e-05,3.1869230410132035e-06,0.0002965225175545794,8.594269404502352e-05,3.129781017759836e-05,5.463835075011984e-05,0.03937726229915505,0.0002282110441787139,0.14363254248605356,9.70031649655572e-06,0.0007517104947118837,0.005868425757717336,0.10494462685436619,2.877244737469409e-05
1,136000.0,False,34,4d567_00000,2025-12-15_19-01-23,1765805483,12.517375946044922,409.07435154914856,27696,LAPTOP-HQRQ0VAR,127.0.0.1,409.07435154914856,34,12.058223245426863,1.9476548278025416e-05,12.05748453328503,1.7333430206105973,10.317836155318039,0.004599951348530562,33.0,4.0,213.0,8050.498748200422,-1611.2768838540414,0.00010227218641877847,464.54986451733663,3663.3182454504176,0.00038655000025755726,4000.0,464.54986451733663,1.6438709612268834,1715,966,0.00018742302267692716,1.8240689289999137,1119.86,136000.0,202.31814181930392,4,0,0,24.11111111111111,81.73333333333332,0.0002633819259564034,0.000680431989248443,4000.0,136000.0,136000.0,3663.3182454504176,4000.0,3663.3182454504176,128.0,138756,0.02812500111758709,0.5912909,0.4636863,5e-05,10.0,9.956992,4093312,0.0054135737,34.0,0.0,-0.0022319555,1.0,120320,76848.266,-0.043160144,14313.141683210191,128244355,4000.0,4093312,0,120320,3767520,4014.256001218641,138756,448406.1485474529,14311.541381766225,14312.21418988162,0.29599320935515466,2.9252385378468948e-06,5.064676235470847e-05,2.6751470839598374e-05,3.725115642807833e-06,1.1250430233769896e-05,4.2367973800626395e-05,2.745350337087302e-06,0.000259894763174637,7.520832050223963e-05,2.8006633095760077e-05,4.724926208477502e-05,0.03912824267615854,0.00022695593373535703,0.14305522206119511,9.672313329483278e-06,0.0007458193897586132,0.005841722500142068,0.1062368355858227,2.871872290012898e-05
1,140000.0,False,35,4d567_00000,2025-12-15_19-01-35,1765805495,12.294942378997803,421.36929392814636,27696,LAPTOP-HQRQ0VAR,127.0.0.1,421.36929392814636,35,12.060474937972598,1.943278278997539e-05,12.059734696952177,1.7327772304044897,10.320669977764851,0.0045828118350474244,34.0,4.0,217.0,8549.639154765708,-821.7119696021891,0.00010359076224334071,439.326160148033,3890.648477150441,0.00038655000025755726,4000.0,439.326160148033,1.6434966216146158,1471,966,0.00019001453541585514,1.7866760029999296,1096.38,140000.0,196.33114979790366,4,0,0,23.53529411764706,81.69411764705882,0.0002725877848592538,0.0006918588948199217,4000.0,140000.0,140000.0,3890.648477150441,4000.0,3890.648477150441,128.0,138756,0.014062500558793545,0.56742024,0.61797035,5e-05,9.879473,9.9551325,4213632,0.0041783326,35.0,0.0,0.0005246997,1.0,120320,177417.33,0.07554181,14314.135050513281,132011875,4000.0,4213632,0,120320,3767520,4014.1934412064543,138756,448457.818096325,14312.84757960818,14313.678406473786,0.29503083926159995,3.0396705916929734e-06,5.103101728997644e-05,2.726368500425278e-05,3.857986320927582e-06,1.1711173312221545e-05,4.33374775913283e-05,2.7655492193065657e-06,0.0002626759209722892,7.58943476197186e-05,2.850292038445803e-05,4.916300584227392e-05,0.0388938482493983,0.00022576537440130467,0.14267285584058134,9.640590200003376e-06,0.000740241195860828,0.00583385427513842,0.10590859822996372,2.8658535671577752e-05
1,144000.0,False,36,4d567_00000,2025-12-15_19-01-47,1765805507,11.770572185516357,433.1398661136627,27696,LAPTOP-HQRQ0VAR,127.0.0.1,433.1398661136627,36,12.057430443592871,1.9358454957225193e-05,12.056690238982654,1.7369757721004473,10.313428177987209,0.004580665716701943,35.0,2.0,219.0,8549.639154765708,-821.7119696021891,0.00010651050904486625,689.0256808654317,4183.347162873637,0.00038655000025755726,4000.0,689.0256808654317,1.6440088581484742,1471,966,0.0001959341437255859,1.7707642699999633,1090.55,144000.0,190.62284698325414,4,0,0,28.3,84.01176470588236,0.00027424582590789383,0.0007055706036841693,4000.0,144000.0,144000.0,4183.347162873637,4000.0,4183.347162873637,128.0,138756,0.014062500558793545,0.44866303,0.5987359,5e-05,10.0,9.986009,4333824,0.008147431,36.0,0.0,5.0246716e-05,1.0,120192,82177.3,-0.014105553,14195.965866402565,135773509,4000.0,4333824,0,120192,3761634,4014.1115067943897,138756,444707.03676709754,14194.806985572479,14195.01014686205,0.2940317408689814,3.055608726706021e-06,5.373568928110888e-05,2.783748880625734e-05,3.98804389483694e-06,1.1722292464257523e-05,4.459051892104163e-05,2.8574429604761595e-06,0.00026737476960954213,7.707259837495711e-05,2.9388253254524598e-05,5.001873685509854e-05,0.03868008976690996,0.0002243707206529527,0.1421250952821728,9.625184305415854e-06,0.0007352657839016628,0.00581588373238698,0.10569752024765766,2.861095031573649e-05
1,148000.0,False,37,4d567_00000,2025-12-15_19-01-58,1765805518,11.516885995864868,444.6567521095276,27696,LAPTOP-HQRQ0VAR,127.0.0.1,444.6567521095276,37,12.051828572156944,1.9299870407880533e-05,12.051085165592822,1.7363918903794462,10.30838581820734,0.00459052805953796,36.0,4.0,223.0,9399.405160318805,-14787.782810803355,0.00010413125150237463,461.1433154780271,3642.8561291374954,0.00038655000025755726,4000.0,461.1433154780271,1.6436106610669907,2283,966,0.0001904045911741832,1.8251103779999902,1130.51,148000.0,185.22638104849946,4,0,0,33.576470588235296,84.87058823529412,0.0002673136832106103,0.0006843309689658529,4000.0,148000.0,148000.0,3642.8561291374954,4000.0,3642.8561291374954,128.0,138756,0.014062500558793545,0.37397188,0.4034945,5e-05,10.0,9.940133,4454144,0.007836165,37.0,0.0,0.005393088,1.0,120320,137833.95,-0.059976514,14251.675466522687,139541029,4000.0,4454144,0,120320,3767520,4014.0503917264455,138756,446407.47966610553,14250.264524448201,14250.195366656542,0.29355921746028624,2.9612988180145208e-06,5.112508200212602e-05,2.7166915139982915e-05,3.765766702444231e-06,1.1356500459375306e-05,4.307777917841484e-05,2.7778050219502357e-06,0.00026104088689859594,7.565009816086048e-05,2.8165425970165403e-05,4.812309228754714e-05,0.03845470386923407,0.00022324201344190277,0.14209100932934754,9.625932464276844e-06,0.0007302341260553083,0.005789822895064607,0.10551928804517494,2.8609840809017395e-05
1,152000.0,False,38,4d567_00000,2025-12-15_19-02-10,1765805530,11.47606110572815,456.13281321525574,27696,LAPTOP-HQRQ0VAR,127.0.0.1,456.13281321525574,38,12.045971075435375,1.939487170489359e-05,12.045223150936899,1.7366141094756486,10.302311699025271,0.004579989778942985,37.0,3.0,226.0,9399.405160318805,-14787.782810803355,0.00010180684445759517,576.2448683945371,3852.3094664577457,0.00038655000025755726,4000.0,576.2448683945371,1.643686509956321,2283,966,0.00018723356558113336,1.832265219999963,1136.4,152000.0,180.12538685173035,4,0,0,27.168749999999996,85.64375,0.00026518695908072894,0.000677199229394952,4000.0,152000.0,152000.0,3852.3094664577457,4000.0,3852.3094664577457,128.0,138756,0.014062500558793545,0.4762039,0.32572374,5e-05,9.852027,9.912776,4574464,0.0063138297,38.0,0.0,-0.0021195412,1.0,120320,89731.27,0.06065942,14320.18833272056,143307609,4000.0,4574464,0,120320,3766580,4013.979887809181,138756,448573.425148278,14318.932598272275,14319.157464852286,0.2924638932856796,2.9035047512310572e-06,5.01885237946603e-05,2.6960633577450567e-05,3.7808689699663516e-06,1.1281620184505213e-05,4.251976480283337e-05,2.7278924748012146e-06,0.0002574365631835544,7.450335476860418e-05,2.8157512588999605e-05,4.777332367127621e-05,0.038216363830548786,0.00022197759331140624,0.14157509623606096,9.628673138588316e-06,0.0007247987847956122,0.005763024666119569,0.10521465216472439,2.860174239863372e-05
1,156000.0,False,39,4d567_00000,2025-12-15_19-02-23,1765805543,12.615336656570435,468.7481498718262,27696,LAPTOP-HQRQ0VAR,127.0.0.1,468.7481498718262,39,12.051568830681024,1.9314922991876927e-05,12.050822149427525,1.7365640223808947,10.30797800803501,0.004565911881147817,38.0,3.0,229.0,9399.405160318805,-14787.782810803355,9.933417511026585e-05,608.141334117413,3889.860100726519,0.00038655000025755726,4000.0,608.141334117413,1.6428652886067576,2283,966,0.0001819321673462247,1.8675881449999998,1160.14,156000.0,175.31820452006048,4,0,0,26.316666666666666,85.18333333333334,0.0002510158015809057,0.0006714138079086855,4000.0,156000.0,156000.0,3889.860100726519,4000.0,3889.860100726519,128.0,138756,0.014062500558793545,0.4781751,0.7281213,5e-05,10.0,9.89547,4694784,0.0059346342,39.0,0.0,0.0016049147,1.0,120320,129451.25,-0.10461515,14266.601051482432,147074189,4000.0,4694784,0,120320,3766580,4013.9100889310894,138756,446812.4173866355,14264.693973299276,14264.06305695273,0.29492832435282396,2.834581882089761e-06,4.9034914511930415e-05,2.5870403954072765e-05,3.662048666118404e-06,1.110549571863307e-05,4.300689998177357e-05,2.6908179037701198e-06,0.0002529447284285076,7.313491887540335e-05,2.7055416807229943e-05,4.6420050561538835e-05,0.038057767192236934,0.00022101981738351876,0.14115069127369198,9.603386402134642e-06,0.0007207757969480402,0.005748691419460357,0.10828268464306942,2.85417249765779e-05
1,160000.0,False,40,4d567_00000,2025-12-15_19-02-35,1765805555,12.159899234771729,480.9080491065979,27696,LAPTOP-HQRQ0VAR,127.0.0.1,480.9080491065979,40,12.052416650374218,1.9236773755415033e-05,12.051666668933251,1.741525577157084,10.303845176954662,0.004576858762334621,39.0,3.0,232.0,9399.405160318805,-14787.782810803355,0.00011200415836645833,662.8351367044003,4338.089021811102,0.00038655000025755726,4000.0,662.8351367044003,1.64465732597069,2283,966,0.0002038752023154231,1.8696757279999656,1166.82,160000.0,170.68988706805163,4,0,0,28.12222222222222,85.47777777777777,0.00029109951559331117,0.0007399770447411792,4000.0,160000.0,160000.0,4338.089021811102,4000.0,4338.089021811102,128.0,138756,0.014062500558793545,0.40505224,0.5997369,5e-05,9.85899,9.82424,4815104,0.010722064,40.0,0.0,-0.005078554,1.0,120320,91448.555,-0.03490024,14186.691482186057,150840769,4000.0,4815104,0,120320,3766580,4013.8409880417785,138756,444303.9186351854,14184.909813073711,14184.30033848844,0.2940480001092941,3.271899132993095e-06,5.460239865303981e-05,2.989462656814423e-05,4.1830737608696525e-06,1.2301156983362929e-05,4.5937969277133596e-05,3.1188819428825205e-06,0.0002810085211831059,8.078107670145318e-05,3.087259988069055e-05,5.257117932257531e-05,0.03790994952031353,0.00021971961920852292,0.14057466336095265,9.582352545313584e-06,0.0007153330389758089,0.005722090505260761,0.10816274779663942,2.852030772705508e-05
1,164000.0,False,41,4d567_00000,2025-12-15_19-02-47,1765805567,11.688631057739258,492.59668016433716,27696,LAPTOP-HQRQ0VAR,127.0.0.1,492.59668016433716,41,12.048552023870476,1.9288406020428073e-05,12.047795456243918,1.7416846453855197,10.299766280185116,0.004607959174706261,40.0,3.0,235.0,11402.619925881576,-14787.782810803355,0.00010976131918195476,559.9526317338127,4567.600851965419,0.00038655000025755726,4000.0,559.9526317338127,1.6452189022109833,2283,966,0.00020282644653738376,1.9221424319999187,1196.12,164000.0,166.2754341849608,4,0,0,31.90588235294118,84.13529411764706,0.000290550098658697,0.0007249351026526708,4000.0,164000.0,164000.0,4567.600851965419,4000.0,4567.600851965419,128.0,138756,0.014062500558793545,0.29577157,0.3979069,5e-05,9.922952,9.949296,4935424,0.0066023627,41.0,0.0,0.0029551983,1.0,120320,81220.66,0.026251428,14052.035118830418,154607349,4000.0,4935424,0,120320,3766580,4013.772578161361,138756,440052.8199491347,14050.08636193984,14049.260616288098,0.29323358310819725,3.341754326681856e-06,5.485600013860037e-05,2.9221106345099678e-05,4.249436602160872e-06,1.229703325698565e-05,4.5391445807618346e-05,2.9972841242228032e-06,0.00027572588833984997,7.904079334163866e-05,2.9885979626278794e-05,5.0382980964866676e-05,0.037690834025112106,0.0002185334230203653,0.14027931272734678,9.566529019658467e-06,0.0007098917085799094,0.005696154600212726,0.1078983013186752,2.8515104644530123e-05
1,168000.0,False,42,4d567_00000,2025-12-15_19-03-00,1765805580,12.587611675262451,505.1842918395996,27696,LAPTOP-HQRQ0VAR,127.0.0.1,505.1842918395996,42,12.053783260631771,1.9358521961947202e-05,12.053020745681485,1.7486180099316564,10.298065412383263,0.004603524582960351,41.0,3.0,238.0,11402.619925881576,-14787.782810803355,9.920895963229639e-05,619.2315245354625,4062.0326650313905,0.00038655000025755726,4000.0,619.2315245354625,1.646995678188872,2283,1024,0.000183111280829161,2.023469156999972,1259.37,168000.0,162.09582111737086,4,0,0,26.65,83.89444444444445,0.0002548080458700075,0.0006572013334646112,4000.0,168000.0,168000.0,4062.0326650313905,4000.0,4062.0326650313905,128.0,138756,0.007031250279396772,0.40689847,0.49370375,5e-05,10.0,10.141773,5055744,0.0033042126,42.0,0.0,0.0036725402,1.0,120320,177243.72,0.14172633,14165.88174592794,158373929,4000.0,5055744,0,120320,3766580,4013.7048523797475,138756,443591.35212766886,14163.997103830436,14163.17150899731,0.2927135862771175,2.9046982310678473e-06,4.964766309570868e-05,2.622402859547164e-05,3.641099350411522e-06,1.1071310517012363e-05,4.106655450384715e-05,2.6525289015202605e-06,0.0002534765775573831,7.210464741249037e-05,2.683605017912137e-05,4.576579977038029e-05,0.0375831926848643,0.00021729208879323522,0.13975593660007887,9.552863726298994e-06,0.0007065157914939192,0.00567794305420485,0.1080284583054893,2.8610953597918696e-05
1,172000.0,False,43,4d567_00000,2025-12-15_19-03-12,1765805592,12.253674030303955,517.4379658699036,27696,LAPTOP-HQRQ0VAR,127.0.0.1,517.4379658699036,43,12.055764789025456,1.940193674616315e-05,12.055002154224672,1.75529157883234,10.29338902225943,0.004587738337132024,42.0,3.0,241.0,14122.23918568237,-14787.782810803355,0.00010974765363441599,611.9239809351126,4755.295467917745,0.00038655000025755726,4000.0,611.9239809351126,1.6484302531569834,2283,1024,0.000965396441987207,2.0590255839999916,1281.94,172000.0,158.0943874226333,4,0,0,27.211111111111112,86.03333333333332,0.0002809822049537448,0.0007236840161739263,4000.0,172000.0,172000.0,4755.295467917745,4000.0,4755.295467917745,128.0,138756,0.007031250279396772,0.41127503,0.2429807,5e-05,9.847935,9.88038,5176064,0.007009913,43.0,0.0,0.0019338727,1.0,120320,103037.44,0.032394573,14248.764284746041,162140509,4000.0,5176064,0,120320,3766580,4013.63780385595,138756,446159.21529861726,14247.304283465135,14246.570442483435,0.29437976441434976,3.0896420564542673e-06,5.3858740326017766e-05,2.8848070723507036e-05,4.232287567466271e-06,1.202941504425159e-05,4.577833881633284e-05,3.115947300590352e-06,0.0002772483299166295,7.871067311951681e-05,2.9902866377945452e-05,5.059551149128749e-05,0.03754338475801401,0.00021741616790621102,0.1394167662340779,9.63633509688321e-06,0.0007031806335866158,0.005711440623662134,0.11004032972243682,2.8956844063072347e-05
1,176000.0,False,44,4d567_00000,2025-12-15_19-03-24,1765805604,12.1750168800354,529.612982749939,27696,LAPTOP-HQRQ0VAR,127.0.0.1,529.612982749939,44,12.056870464135203,1.936191737808533e-05,12.05610811968242,1.755048511044012,10.294752057036833,0.004575926953768145,43.0,4.0,245.0,14122.23918568237,-14787.782810803355,0.00010315525061730914,472.5784661390987,4996.154799617738,0.00038655000025755726,4000.0,472.5784661390987,1.648208714625414,2283,1024,0.00019169039080517457,2.1181495009998796,1297.93,176000.0,154.293903144287,4,0,0,27.052941176470586,85.35882352941177,0.0002687826697032167,0.0006935743823732128,4000.0,176000.0,176000.0,4996.154799617738,4000.0,4996.154799617738,128.0,138756,0.007031250279396772,0.36804947,1.0836326,5e-05,9.930638,10.083993,5296384,0.0054465886,44.0,0.0,0.00019860268,1.0,120320,73369.14,0.15331642,14237.879698967437,165908029,4000.0,5296384,0,120320,3767520,4013.5814258173905,138756,445833.5190987198,14236.430467991147,14235.772826097664,0.29326925877020743,3.0469950336410984e-06,5.1469916088071115e-05,2.69743468108211e-05,3.916315687199595e-06,1.1385455184875583e-05,4.345370268848038e-05,2.837390093703751e-06,0.0002650350882804291,7.636792298346256e-05,2.830792810594829e-05,4.839389690310208e-05,0.03743132191043479,0.00021627900622896452,0.13886244457173608,9.607971745287947e-06,0.0006980288272505506,0.005686152217429515,0.10963087542521227,2.8932275630299075e-05
1,180000.0,False,45,4d567_00000,2025-12-15_19-03-36,1765805616,12.127559423446655,541.7405421733856,27696,LAPTOP-HQRQ0VAR,127.0.0.1,541.7405421733856,45,12.057405212493848,1.9285298203895394e-05,12.056642965485594,1.754173630933572,10.29616178546647,0.004572838684231528,44.0,3.0,248.0,14122.23918568237,-14787.782810803355,0.0001038904263246885,620.8985470212758,6121.803843393386,0.00038655000025755726,4000.0,620.8985470212758,1.6476456157291628,2283,1024,0.00018885033735289847,2.0887546959999144,1281.77,180000.0,150.68251421043846,4,0,0,27.461111111111112,84.66111111111111,0.00026434450029695086,0.0006821472372000924,4000.0,180000.0,180000.0,6121.803843393386,4000.0,6121.803843393386,128.0,138756,0.007031250279396772,0.47804058,0.48168877,5e-05,10.0,9.985245,5416704,0.0060439743,45.0,0.0,-6.4492226e-05,1.0,120320,121739.99,-0.014797956,14286.769456234717,169674609,4000.0,5416704,0,120320,3766580,4013.5156115592167,138756,447348.60494514264,14285.257016413578,14284.541988846539,0.29219285818250756,2.9483189513402726e-06,5.015491634492819e-05,2.6972348965616303e-05,3.829239167795186e-06,1.1501502373214494e-05,4.268185818151308e-05,2.766218001914781e-06,0.00026172960293551335,7.451240317172155e-05,2.7970993734786287e-05,4.7444235048484516e-05,0.037209635691328104,0.0002152562161615229,0.1384298671260184,9.585892027420861e-06,0.0006935485389785544,0.005665651695248341,0.10923735967096053,2.8897952869373233e-05
1,184000.0,False,46,4d567_00000,2025-12-15_19-03-48,1765805628,11.579301357269287,553.3198435306549,27696,LAPTOP-HQRQ0VAR,127.0.0.1,553.3198435306549,46,12.05254147236891,1.920344522123513e-05,12.051780122830737,1.7532467636242317,10.292239573611807,0.0045605462973925615,45.0,2.0,250.0,14122.23918568237,-13398.99267450315,9.460544126735324e-05,563.7115372269026,6601.215562212041,0.00038655000025755726,4000.0,563.7115372269026,1.6468311195718732,2283,1024,0.00017441898814037697,2.0742899879999457,1272.6,184000.0,147.2526951962886,4,0,0,26.837500000000002,84.58125,0.00024580273943464946,0.0006338052222180387,4000.0,184000.0,184000.0,6601.215562212041,4000.0,6601.215562212041,128.0,138756,0.003515625139698386,0.31949243,0.58234566,5e-05,9.9079275,9.934743,5536896,0.0023711193,46.0,0.0,0.004395783,1.0,120192,109244.336,0.026799787,14285.33980048207,173436243,4000.0,5536896,0,120192,3761634,4013.4404554436246,138756,447293.99443080934,14283.820181392855,14283.25374847277,0.29123889860068003,2.78107358934747e-06,4.6479209139392965e-05,2.504592209231194e-05,3.4800695653265113e-06,1.0527195970561018e-05,3.986441728031497e-05,2.7054494130506233e-06,0.00024166998801799933,6.889493888614574e-05,2.5962113438265437e-05,4.4432096064588424e-05,0.036992321334414435,0.00021428965399941443,0.13789399345476197,9.56003311265426e-06,0.00068856805359577,0.005648192178301373,0.10906290107425091,2.882897334239779e-05
1,188000.0,False,47,4d567_00000,2025-12-15_19-04-00,1765805640,12.202001333236694,565.5218448638916,27696,LAPTOP-HQRQ0VAR,127.0.0.1,565.5218448638916,47,12.053946463645222,1.9357410766102848e-05,12.053179764602431,1.7533009599879898,10.293493288875695,0.004652374834417029,46.0,2.0,252.0,14122.23918568237,-13852.245402519056,0.0001038369331508374,812.3425223878721,5823.348078356223,0.00038655000025755726,4000.0,812.3425223878721,1.6468857866261546,2283,1076,0.0001915814475516381,2.1554393869998965,1326.94,188000.0,144.02226826949146,4,0,0,25.53888888888889,84.64444444444445,0.0002679317225850506,0.000690431709581756,4000.0,188000.0,188000.0,5823.348078356223,4000.0,5823.348078356223,128.0,138756,0.001757812569849193,0.2677087,0.5086237,5e-05,9.853392,9.9030075,5657088,0.0029622284,47.0,0.0,0.0009688735,1.0,120192,101978.27,0.04960577,14391.733941734978,177197877,4000.0,5657088,0,120192,3761634,4013.3660508891885,138756,450620.38779543334,14390.389644284138,14389.798506026927,0.2902303526146733,3.032463617352538e-06,5.122676765272826e-05,2.697107552932677e-05,3.7794453737811845e-06,1.140041354346044e-05,4.328890554648946e-05,2.913180413791683e-06,0.00025986465169518366,7.681695487309537e-05,2.981119683138906e-05,4.861076147534668e-05,0.03681794912107646,0.00021299975746079096,0.13741025052021416,9.53643278407442e-06,0.0006850693730568316,0.005621273256525688,0.10874666606350843,2.8750683607306746e-05
1,192000.0,False,48,4d567_00000,2025-12-15_19-04-13,1765805653,12.531152486801147,578.0529973506927,27696,LAPTOP-HQRQ0VAR,127.0.0.1,578.0529973506927,48,12.058654080008775,1.927783665337915e-05,12.057888131956403,1.7526543293881076,10.298844770986939,0.004649118086073783,47.0,3.0,255.0,14122.23918568237,-13852.245402519056,0.00010710553105327977,611.1340406619462,5935.032540154024,0.00038655000025755726,4000.0,611.1340406619462,1.6467245292598944,2283,1076,0.00019763508179260702,2.1743508219998966,1340.63,192000.0,140.94411203300893,4,0,0,24.91666666666667,84.75555555555556,0.00028136744459995996,0.0007128511597547357,4000.0,192000.0,192000.0,5935.032540154024,4000.0,5935.032540154024,128.0,138756,0.001757812569849193,0.3010152,1.0559045,5e-05,9.77681,9.887619,5777408,0.0062563815,48.0,0.0,0.0040593147,1.0,120320,93117.25,0.11079792,14101.92895079668,180964457,4000.0,5777408,0,120320,3766580,4013.302390380297,138756,441559.7385655127,14100.803457387192,14100.40466326173,0.29151655108853286,3.1418120766718063e-06,5.2520336645996634e-05,2.8260915743435258e-05,4.0563409562400995e-06,1.1780461801547375e-05,4.4536673865573214e-05,2.9275349940615764e-06,0.00026830018746777477,7.908572806485299e-05,2.9071961094436332e-05,4.919529025989092e-05,0.0368394496298641,0.00021179375988248595,0.13712619301501283,9.513068458780378e-06,0.0006815416793270821,0.005596739523963782,0.11032592240286634,2.8720176772744862e-05
